customer_name,date_spec,use_type,volume,brand_name,uom_code,version_type
ORGANIZACION VIHONCO IPS SOCIEDAD,01/07/2023,CHWI CX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/07/2023,TG,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/07/2023,HA,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/07/2023,DFVII,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/07/2023,OTHER,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2023,CHWI A PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2023,CHWI B PPX,219,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2023,CHWI A OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2023,CHWI B OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2023,CHWI CX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2023,TG,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2023,HA,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2023,DFVII,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2023,OTHER,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2023,CHWI A PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2023,CHWI B PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2023,CHWI A OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2023,CHWI B OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2023,CHWI CX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2023,TG,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2023,HA,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2023,DFVII,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2023,OTHER,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2023,CHWI A PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2023,CHWI B PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2023,CHWI A OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2023,CHWI B OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2023,CHWI CX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2023,TG,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2023,HA,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2023,DFVII,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2023,OTHER,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2023,CHWI A PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2023,CHWI B PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2023,CHWI A OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2023,CHWI B OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2023,CHWI CX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2023,TG,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2023,HA,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2023,DFVII,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2023,OTHER,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2023,CHWI A PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2023,CHWI B PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2023,CHWI A OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2023,CHWI B OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2023,CHWI CX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2023,TG,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2023,HA,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2023,DFVII,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2023,OTHER,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/01/2024,CHWI A PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/01/2024,CHWI B PPX,276,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/01/2024,CHWI A OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/01/2024,CHWI B OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/01/2024,CHWI CX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/01/2024,TG,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/01/2024,HA,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/01/2024,DFVII,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/01/2024,OTHER,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/02/2024,CHWI A PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/02/2024,CHWI B PPX,195,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/02/2024,CHWI A OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/02/2024,CHWI B OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/02/2024,CHWI CX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/02/2024,TG,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/02/2024,HA,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/02/2024,DFVII,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/02/2024,OTHER,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/03/2024,CHWI A PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/03/2024,CHWI B PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/03/2024,CHWI A OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/03/2024,CHWI B OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/03/2024,CHWI CX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/03/2024,TG,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/03/2024,HA,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/03/2024,DFVII,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/03/2024,OTHER,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/04/2024,CHWI A PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/04/2024,CHWI B PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/04/2024,CHWI A OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/04/2024,CHWI B OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/04/2024,CHWI CX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/04/2024,TG,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/04/2024,HA,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/04/2024,DFVII,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/04/2024,OTHER,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/05/2024,CHWI A PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/05/2024,CHWI B PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/05/2024,CHWI A OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/05/2024,CHWI B OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/05/2024,CHWI CX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/05/2024,TG,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/05/2024,HA,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/05/2024,DFVII,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/05/2024,OTHER,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/06/2024,CHWI A PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/06/2024,CHWI B PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/06/2024,CHWI A OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/06/2024,CHWI B OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/06/2024,CHWI CX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/06/2024,TG,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/06/2024,HA,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/06/2024,DFVII,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/06/2024,OTHER,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/07/2024,CHWI A PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/07/2024,CHWI B PPX,254,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/07/2024,CHWI A OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/07/2024,CHWI B OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/07/2024,CHWI CX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/07/2024,TG,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/07/2024,HA,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/07/2024,DFVII,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/07/2024,OTHER,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2024,CHWI A PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2024,CHWI B PPX,174,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2024,CHWI A OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2024,CHWI B OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2024,CHWI CX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2024,TG,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2024,HA,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2024,DFVII,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2024,OTHER,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2024,CHWI A PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2024,CHWI B PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2024,CHWI A OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2024,CHWI B OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2024,CHWI CX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2024,TG,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2024,HA,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2024,DFVII,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2024,OTHER,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2024,CHWI A PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2024,CHWI B PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2024,CHWI A OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2024,CHWI B OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2024,CHWI CX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2024,TG,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2024,HA,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2024,DFVII,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2024,OTHER,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2024,CHWI A PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2024,CHWI B PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2024,CHWI A OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2024,CHWI B OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2024,CHWI CX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2024,TG,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2024,HA,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2024,DFVII,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2024,OTHER,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2024,CHWI A PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2024,CHWI B PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2024,CHWI A OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2024,CHWI B OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2024,CHWI CX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2024,TG,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2024,HA,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2024,DFVII,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2024,OTHER,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/01/2025,CHWI A PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/01/2025,CHWI B PPX,254,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/01/2025,CHWI A OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/01/2025,CHWI B OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/01/2025,CHWI CX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/01/2025,TG,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/01/2025,HA,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/01/2025,DFVII,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/01/2025,OTHER,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/02/2025,CHWI A PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/02/2025,CHWI B PPX,268,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/02/2025,CHWI A OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/02/2025,CHWI B OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/02/2025,CHWI CX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/02/2025,TG,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/02/2025,HA,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/02/2025,DFVII,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/02/2025,OTHER,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/03/2025,CHWI A PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/03/2025,CHWI B PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/03/2025,CHWI A OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/03/2025,CHWI B OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/03/2025,CHWI CX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/03/2025,TG,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/03/2025,HA,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/03/2025,DFVII,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/03/2025,OTHER,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/04/2025,CHWI A PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/04/2025,CHWI B PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/04/2025,CHWI A OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/04/2025,CHWI B OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/04/2025,CHWI CX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/04/2025,TG,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/04/2025,HA,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/04/2025,DFVII,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/04/2025,OTHER,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/05/2025,CHWI A PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/05/2025,CHWI B PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/05/2025,CHWI A OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/05/2025,CHWI B OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/05/2025,CHWI CX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/05/2025,TG,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/05/2025,HA,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/05/2025,DFVII,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/05/2025,OTHER,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/06/2025,CHWI A PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/06/2025,CHWI B PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/06/2025,CHWI A OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/06/2025,CHWI B OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/06/2025,CHWI CX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/06/2025,TG,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/06/2025,HA,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/06/2025,DFVII,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/06/2025,OTHER,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/07/2025,CHWI A PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/07/2025,CHWI B PPX,273,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/07/2025,CHWI A OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/07/2025,CHWI B OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/07/2025,CHWI CX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/07/2025,TG,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/07/2025,HA,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/07/2025,DFVII,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/07/2025,OTHER,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2025,CHWI A PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2025,CHWI B PPX,243,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2025,CHWI A OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2025,CHWI B OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2025,CHWI CX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2025,TG,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2025,HA,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2025,DFVII,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/08/2025,OTHER,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2025,CHWI A PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2025,CHWI B PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2025,CHWI A OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2025,CHWI B OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2025,CHWI CX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2025,TG,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2025,HA,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2025,DFVII,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/09/2025,OTHER,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2025,CHWI A PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2025,CHWI B PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2025,CHWI A OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2025,CHWI B OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2025,CHWI CX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2025,TG,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2025,HA,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2025,DFVII,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/10/2025,OTHER,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2025,CHWI A PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2025,CHWI B PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2025,CHWI A OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2025,CHWI B OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2025,CHWI CX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2025,TG,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2025,HA,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2025,DFVII,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/11/2025,OTHER,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2025,CHWI A PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2025,CHWI B PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2025,CHWI A OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2025,CHWI B OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2025,CHWI CX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2025,TG,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2025,HA,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2025,DFVII,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/12/2025,OTHER,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/01/2026,CHWI A PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/01/2026,CHWI B PPX,266,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/01/2026,CHWI A OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/01/2026,CHWI B OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/01/2026,CHWI CX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/01/2026,TG,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/01/2026,HA,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/01/2026,DFVII,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/01/2026,OTHER,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/02/2026,CHWI A PPX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/02/2026,CHWI B PPX,210,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/02/2026,CHWI A OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/02/2026,CHWI B OD,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/02/2026,CHWI CX,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/02/2026,TG,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/02/2026,HA,,N7,MG,AB
ORGANIZACION VIHONCO IPS SOCIEDAD,01/02/2026,DFVII,,N7,MG,AB
